AngelThump bonsoir AngelThump,2
Bonsoir :D,2
Letsss gooo :D :D :D,2
"Bonjour tout le monde, Une super soirée en perspective HeyGuys",2
Hello !,2
c'ets dans 20 minutes on a le temps AngelThump,2
Salut tout le monde !,2
Hello !,2
hello,2
"Salut le chat, hommages le GoF crew, Gosulting, gg pour le TI c'était trop bien",2
Bonsoir !,2
Vich79 tu as suivi le TI10FR frgFrogThump,2
mrmvPoceblo,2
"Ce que j'ai pu, pas simple en journée",2
Bonsoiir,2
Sept ans et et demi !La preuve que c'est le Papa du stream ;),2
pareil FeelsBadMan,2
Let's go !,2
bonsoir !,2
WOUHOU,2
"Ouf, j'ai cru avoir loupé 2h d'émission quel bonheur Kreygasm",2
je suis pas a jour mais tant pis je craque je me spoil 😭,2
Mais quelle belle journée ! J'avais oublié qu'il y avait GOR ce soir et je le redécouvre ça me met très très bien,2
Je vais donc attendre 17 min avant de manger !,2
haaa mais ouiiii Y a GoR ce soir letsGOOOOOOO,2
Bonsoir !,2
bonsoir :),2
Et bonsoir le chat !,2
16 minutes pour rentrer je peut le faire,2
Bonsoir les rôlistes ;),2
Une petite prédi pour le choix de MV ? ^^,2
"Luminiis Oh Déesse de la nuit, ecoutes ma prière !",2
les résub ça compte pour être dans la liste de Fibre en fait ? :o,2
moi jdis un lancer de des pour savoir qui va prendre le dessus,2
@Dimonateur Courage ! Fais attention quand même sur la route !,2
c'est moi ou le son est bizarre ?,2
GonyLinks <3 AngelThump,2
@gadriel_eowilas je suis dans le métro ;),2
"bonsoir le chat, bonsoir habitants d'Aria",2
yo,2
c'est Darty mon kiki !,2
bonsouar tout le monde,2
j'ai honte j'avais oublié ce rendez vous d'élite du streaming,1
Bonsoir tout le monde :),2
Amis Roliste.... BONSOIR dfgHey,2
prediction sur Raoult ou un nouveau perso ? ^^,2
BONSOIR,2
"2 fois que je me pointais le jeudi soir, je vais enfin le revoir en live TakeNRG Bonsoir a tous le chat !",2
salut les g@merz,1
"ha oui je me souviens ! ""OLA MES BRAVES ! je suis a jour! :D",2
@Fearano Je crois en Raoul !,2
AngelThump Luminiis AngelThump,2
@Fearano the rise of Xavios Talkanie,1
J'espère que Raoul va rester :o,2
B'soir Fearano ! A la vu des réactions des concernés... j'crois qu'on aura un nouveau perso...,2
"Un nouveau personnage ça serait sympa aussi, Raoult ayant sauvé sa fille",2
Bonsoir à tous ! L'avenir de Raoul c'est ce soir !!,2
mynKoukou mynKoukou mynCoeur,2
bonsoir <3,2
@Aamadare et pourquoi MV qui joue la fille de Raoul ?,1
Mais du coup si plus de Raoul ça annule la menace de oukilia !,2
Nepmia c'etait le nom de la musique ? ou un meme que je n'ai pas :(,2
J'ai eu peur quand j'ai vu la story de mv ^^,2
Vous aussi avez un pb de son ?,2
Mais quelqu'un proposait MV qui reprenne Omelas... ça en vrai je demande à voir mrmvGasm Gameplay full naif et gentil,2
2 semaines d'attentes cest trop on est d'accord x),2
@markou1 Le roleplay fille de 8 ans XD,2
Salut les gens !,2
alexstarkgravity Pause play ou F5 c'est la latence basse,2
What on peux plus caster twitch sur la tv ??,2
Bonsoir !,2
"@Aamadare ce que le peuple veut, il l'a",1
hey hey hey,2
